# frame	172
tick	steer	gas	brake
344	0	1	0
345	0	1	0
346	0	1	0
347	0	1	0
348	0	1	0
349	0	1	0
350	0	1	0
351	0	1	0
352	0	1	0
353	0	1	0
354	0	1	0
355	0	1	0
356	0	1	0
357	0	1	0
358	0	1	0
359	0	1	0
360	1	0	0
361	1	0	0
362	1	0	0
363	1	0	0
364	1	0	0
365	1	0	0
366	1	0	0
367	1	0	0
368	1	0	0
369	1	0	0
370	1	1	0
371	1	1	0
372	1	1	0
373	1	1	0
374	1	1	0
375	1	1	0
376	1	1	0
377	1	1	0
378	1	1	0
379	1	1	0
380	0	1	0
381	0	1	0
382	0	1	0
383	0	1	0
384	0	1	0
385	0	1	0
386	0	1	0
387	0	1	0
388	0	1	0
389	0	1	0
390	0	0	0
391	0	0	0
392	0	0	0
393	0	0	0
394	0	0	0
395	0	0	0
396	0	0	0
397	0	0	0
398	0	0	0
399	0	0	0
400	0	1	0
401	0	1	0
402	0	1	0
403	0	1	0
404	0	1	0
405	0	1	0
406	0	1	0
407	0	1	0
408	0	1	0
409	0	1	0
410	0	1	0
411	0	1	0
412	0	1	0
413	0	1	0
414	0	1	0
415	0	1	0
416	0	1	0
417	0	1	0
418	0	1	0
419	0	1	0
420	0	0	0
421	0	0	0
422	0	0	0
423	0	0	0
424	0	0	0
425	0	0	0
426	0	0	0
427	0	0	0
428	0	0	0
429	0	0	0
430	1	1	0
431	1	1	0
432	1	1	0
433	1	1	0
434	1	1	0
435	1	1	0
436	1	1	0
437	1	1	0
438	1	1	0
439	1	1	0
440	2	1	0
441	2	1	0
442	2	1	0
443	2	1	0
444	2	1	0
445	2	1	0
446	2	1	0
447	2	1	0
448	2	1	0
449	2	1	0
450	5	0	0
451	5	0	0
452	5	0	0
453	5	0	0
454	5	0	0
455	5	0	0
456	5	0	0
457	5	0	0
458	5	0	0
459	5	0	0
460	10	0	0
461	10	0	0
462	10	0	0
463	10	0	0
464	10	0	0
465	10	0	0
466	10	0	0
467	10	0	0
468	10	0	0
469	10	0	0
470	14	0	0
471	14	0	0
472	14	0	0
473	14	0	0
474	14	0	0
475	14	0	0
476	14	0	0
477	14	0	0
478	14	0	0
479	14	0	0
480	19	0	1
481	19	0	1
482	19	0	1
483	19	0	1
484	19	0	1
485	19	0	1
486	19	0	1
487	19	0	1
488	19	0	1
489	19	0	1
490	19	0	0
491	19	0	0
492	19	0	0
493	19	0	0
494	19	0	0
495	19	0	0
496	19	0	0
497	19	0	0
498	19	0	0
499	19	0	0
500	22	0	0
501	22	0	0
502	22	0	0
503	22	0	0
504	22	0	0
505	22	0	0
506	22	0	0
507	22	0	0
508	22	0	0
509	22	0	0
510	25	0	0
511	25	0	0
512	25	0	0
513	25	0	0
514	25	0	0
515	25	0	0
516	25	0	0
517	25	0	0
518	25	0	0
519	25	0	0
520	27	0	0
521	27	0	0
522	27	0	0
523	27	0	0
524	27	0	0
525	27	0	0
526	27	0	0
527	27	0	0
528	27	0	0
529	27	0	0
530	31	0	1
531	31	0	1
532	31	0	1
533	31	0	1
534	31	0	1
535	31	0	1
536	31	0	1
537	31	0	1
538	31	0	1
539	31	0	1
540	29	0	0
541	29	0	0
542	29	0	0
543	29	0	0
544	29	0	0
545	29	0	0
546	29	0	0
547	29	0	0
548	29	0	0
549	29	0	0
550	30	0	1
551	30	0	1
552	30	0	1
553	30	0	1
554	30	0	1
555	30	0	1
556	30	0	1
557	30	0	1
558	30	0	1
559	30	0	1
560	28	0	0
561	28	0	0
562	28	0	0
563	28	0	0
564	28	0	0
565	28	0	0
566	28	0	0
567	28	0	0
568	28	0	0
569	28	0	0
570	27	0	1
571	27	0	1
572	27	0	1
573	27	0	1
574	27	0	1
575	27	0	1
576	27	0	1
577	27	0	1
578	27	0	1
579	27	0	1
580	21	0	0
581	21	0	0
582	21	0	0
583	21	0	0
584	21	0	0
585	21	0	0
586	21	0	0
587	21	0	0
588	21	0	0
589	21	0	0
590	20	1	0
591	20	1	0
592	20	1	0
593	20	1	0
594	20	1	0
595	20	1	0
596	20	1	0
597	20	1	0
598	20	1	0
599	20	1	0
600	24	1	0
601	24	1	0
602	24	1	0
603	24	1	0
604	24	1	0
605	24	1	0
606	24	1	0
607	24	1	0
608	24	1	0
609	24	1	0
610	28	1	0
611	28	1	0
612	28	1	0
613	28	1	0
614	28	1	0
615	28	1	0
616	28	1	0
617	28	1	0
618	28	1	0
619	28	1	0
620	32	1	0
621	32	1	0
622	32	1	0
623	32	1	0
624	32	1	0
625	32	1	0
626	32	1	0
627	32	1	0
628	32	1	0
629	32	1	0
630	34	1	0
631	34	1	0
632	34	1	0
633	34	1	0
634	34	1	0
635	34	1	0
636	34	1	0
637	34	1	0
638	34	1	0
639	34	1	0
640	35	1	0
641	35	1	0
642	35	1	0
643	35	1	0
644	35	1	0
645	35	1	0
646	35	1	0
647	35	1	0
648	35	1	0
649	35	1	0
650	36	1	0
651	36	1	0
652	36	1	0
653	36	1	0
654	36	1	0
655	36	1	0
656	36	1	0
657	36	1	0
658	36	1	0
659	36	1	0
660	36	1	0
661	36	1	0
662	36	1	0
663	36	1	0
664	36	1	0
665	36	1	0
666	36	1	0
667	36	1	0
668	36	1	0
669	36	1	0
670	35	1	0
671	35	1	0
672	35	1	0
673	35	1	0
674	35	1	0
675	35	1	0
676	35	1	0
677	35	1	0
678	35	1	0
679	35	1	0
680	34	1	0
681	34	1	0
682	34	1	0
683	34	1	0
684	34	1	0
685	34	1	0
686	34	1	0
687	34	1	0
688	34	1	0
689	34	1	0
690	32	1	0
691	32	1	0
692	32	1	0
693	32	1	0
694	32	1	0
695	32	1	0
696	32	1	0
697	32	1	0
698	32	1	0
699	32	1	0
700	31	1	0
701	31	1	0
702	31	1	0
703	31	1	0
704	31	1	0
705	31	1	0
706	31	1	0
707	31	1	0
708	31	1	0
709	31	1	0
710	30	1	0
711	30	1	0
712	30	1	0
713	30	1	0
714	30	1	0
715	30	1	0
716	30	1	0
717	30	1	0
718	30	1	0
719	30	1	0
720	29	1	0
721	29	1	0
722	29	1	0
723	29	1	0
724	29	1	0
725	29	1	0
726	29	1	0
727	29	1	0
728	29	1	0
729	29	1	0
730	27	1	0
731	27	1	0
732	27	1	0
733	27	1	0
734	27	1	0
735	27	1	0
736	27	1	0
737	27	1	0
738	27	1	0
739	27	1	0
740	25	1	0
741	25	1	0
742	25	1	0
743	25	1	0
744	25	1	0
745	25	1	0
746	25	1	0
747	25	1	0
748	25	1	0
749	25	1	0
750	23	1	0
751	23	1	0
752	23	1	0
753	23	1	0
754	23	1	0
755	23	1	0
756	23	1	0
757	23	1	0
758	23	1	0
759	23	1	0
760	20	1	0
761	20	1	0
762	20	1	0
763	20	1	0
764	20	1	0
765	20	1	0
766	20	1	0
767	20	1	0
768	20	1	0
769	20	1	0
770	17	1	0
771	17	1	0
772	17	1	0
773	17	1	0
774	17	1	0
775	17	1	0
776	17	1	0
777	17	1	0
778	17	1	0
779	17	1	0
780	14	1	0
781	14	1	0
782	14	1	0
783	14	1	0
784	14	1	0
785	14	1	0
786	14	1	0
787	14	1	0
788	14	1	0
789	14	1	0
790	12	1	0
791	12	1	0
792	12	1	0
793	12	1	0
794	12	1	0
795	12	1	0
796	12	1	0
797	12	1	0
798	12	1	0
799	12	1	0
800	9	1	0
801	9	1	0
802	9	1	0
803	9	1	0
804	9	1	0
805	9	1	0
806	9	1	0
807	9	1	0
808	9	1	0
809	9	1	0
810	7	1	0
811	7	1	0
812	7	1	0
813	7	1	0
814	7	1	0
815	7	1	0
816	7	1	0
817	7	1	0
818	7	1	0
819	7	1	0
820	5	1	0
821	5	1	0
822	5	1	0
823	5	1	0
824	5	1	0
825	5	1	0
826	5	1	0
827	5	1	0
828	5	1	0
829	5	1	0
830	4	1	0
831	4	1	0
832	4	1	0
833	4	1	0
834	4	1	0
835	4	1	0
836	4	1	0
837	4	1	0
838	4	1	0
839	4	1	0
840	2	1	0
841	2	1	0
842	2	1	0
843	2	1	0
844	2	1	0
845	2	1	0
846	2	1	0
847	2	1	0
848	2	1	0
849	2	1	0
850	1	1	0
851	1	1	0
852	1	1	0
853	1	1	0
854	1	1	0
855	1	1	0
856	1	1	0
857	1	1	0
858	1	1	0
859	1	1	0
860	0	1	0
861	0	1	0
862	0	1	0
863	0	1	0
864	0	1	0
865	0	1	0
866	0	1	0
867	0	1	0
868	0	1	0
869	0	1	0
870	-1	0	0
871	-1	0	0
872	-1	0	0
873	-1	0	0
874	-1	0	0
875	-1	0	0
876	-1	0	0
877	-1	0	0
878	-1	0	0
879	-1	0	0
880	-1	1	0
881	-1	1	0
882	-1	1	0
883	-1	1	0
884	-1	1	0
885	-1	1	0
886	-1	1	0
887	-1	1	0
888	-1	1	0
889	-1	1	0
890	-3	1	0
891	-3	1	0
892	-3	1	0
893	-3	1	0
894	-3	1	0
895	-3	1	0
896	-3	1	0
897	-3	1	0
898	-3	1	0
899	-3	1	0
900	-6	0	0
901	-6	0	0
902	-6	0	0
903	-6	0	0
904	-6	0	0
905	-6	0	0
906	-6	0	0
907	-6	0	0
908	-6	0	0
909	-6	0	0
910	-8	1	0
911	-8	1	0
912	-8	1	0
913	-8	1	0
914	-8	1	0
915	-8	1	0
916	-8	1	0
917	-8	1	0
918	-8	1	0
919	-8	1	0
920	-12	1	0
921	-12	1	0
922	-12	1	0
923	-12	1	0
924	-12	1	0
925	-12	1	0
926	-12	1	0
927	-12	1	0
928	-12	1	0
929	-12	1	0
930	-18	0	0
931	-18	0	0
932	-18	0	0
933	-18	0	0
934	-18	0	0
935	-18	0	0
936	-18	0	0
937	-18	0	0
938	-18	0	0
939	-18	0	0
940	-20	1	0
941	-20	1	0
942	-20	1	0
943	-20	1	0
944	-20	1	0
945	-20	1	0
946	-20	1	0
947	-20	1	0
948	-20	1	0
949	-20	1	0
950	-24	0	0
951	-24	0	0
952	-24	0	0
953	-24	0	0
954	-24	0	0
955	-24	0	0
956	-24	0	0
957	-24	0	0
958	-24	0	0
959	-24	0	0
960	-25	1	0
961	-25	1	0
962	-25	1	0
963	-25	1	0
964	-25	1	0
965	-25	1	0
966	-25	1	0
967	-25	1	0
968	-25	1	0
969	-25	1	0
970	-29	1	0
971	-29	1	0
972	-29	1	0
973	-29	1	0
974	-29	1	0
975	-29	1	0
976	-29	1	0
977	-29	1	0
978	-29	1	0
979	-29	1	0
980	-34	0	1
981	-34	0	1
982	-34	0	1
983	-34	0	1
984	-34	0	1
985	-34	0	1
986	-34	0	1
987	-34	0	1
988	-34	0	1
989	-34	0	1
990	-31	0	0
991	-31	0	0
992	-31	0	0
993	-31	0	0
994	-31	0	0
995	-31	0	0
996	-31	0	0
997	-31	0	0
998	-31	0	0
999	-31	0	0
1000	-30	0	0
1001	-30	0	0
1002	-30	0	0
1003	-30	0	0
1004	-30	0	0
1005	-30	0	0
1006	-30	0	0
1007	-30	0	0
1008	-30	0	0
1009	-30	0	0
1010	-29	0	0
1011	-29	0	0
1012	-29	0	0
1013	-29	0	0
1014	-29	0	0
1015	-29	0	0
1016	-29	0	0
1017	-29	0	0
1018	-29	0	0
1019	-29	0	0
1020	-28	1	0
1021	-28	1	0
1022	-28	1	0
1023	-28	1	0
1024	-28	1	0
1025	-28	1	0
1026	-28	1	0
1027	-28	1	0
1028	-28	1	0
1029	-28	1	0
1030	-29	1	0
1031	-29	1	0
1032	-29	1	0
1033	-29	1	0
1034	-29	1	0
1035	-29	1	0
1036	-29	1	0
1037	-29	1	0
1038	-29	1	0
1039	-29	1	0
1040	-31	1	0
1041	-31	1	0
1042	-31	1	0
1043	-31	1	0
1044	-31	1	0
1045	-31	1	0
1046	-31	1	0
1047	-31	1	0
1048	-31	1	0
1049	-31	1	0
1050	-33	0	0
1051	-33	0	0
1052	-33	0	0
1053	-33	0	0
1054	-33	0	0
1055	-33	0	0
1056	-33	0	0
1057	-33	0	0
1058	-33	0	0
1059	-33	0	0
1060	-33	0	1
1061	-33	0	1
1062	-33	0	1
1063	-33	0	1
1064	-33	0	1
1065	-33	0	1
1066	-33	0	1
1067	-33	0	1
1068	-33	0	1
1069	-33	0	1
1070	-29	1	0
1071	-29	1	0
1072	-29	1	0
1073	-29	1	0
1074	-29	1	0
1075	-29	1	0
1076	-29	1	0
1077	-29	1	0
1078	-29	1	0
1079	-29	1	0
1080	-30	1	0
1081	-30	1	0
1082	-30	1	0
1083	-30	1	0
1084	-30	1	0
1085	-30	1	0
1086	-30	1	0
1087	-30	1	0
1088	-30	1	0
1089	-30	1	0
1090	-32	1	0
1091	-32	1	0
1092	-32	1	0
1093	-32	1	0
1094	-32	1	0
1095	-32	1	0
1096	-32	1	0
1097	-32	1	0
1098	-32	1	0
1099	-32	1	0
1100	-34	1	0
1101	-34	1	0
1102	-34	1	0
1103	-34	1	0
1104	-34	1	0
1105	-34	1	0
1106	-34	1	0
1107	-34	1	0
1108	-34	1	0
1109	-34	1	0
1110	-36	1	0
1111	-36	1	0
1112	-36	1	0
1113	-36	1	0
1114	-36	1	0
1115	-36	1	0
1116	-36	1	0
1117	-36	1	0
1118	-36	1	0
1119	-36	1	0
1120	-37	1	0
1121	-37	1	0
1122	-37	1	0
1123	-37	1	0
1124	-37	1	0
1125	-37	1	0
1126	-37	1	0
1127	-37	1	0
1128	-37	1	0
1129	-37	1	0
1130	-37	1	0
1131	-37	1	0
1132	-37	1	0
1133	-37	1	0
1134	-37	1	0
1135	-37	1	0
1136	-37	1	0
1137	-37	1	0
1138	-37	1	0
1139	-37	1	0
1140	-36	0	0
1141	-36	0	0
1142	-36	0	0
1143	-36	0	0
1144	-36	0	0
1145	-36	0	0
1146	-36	0	0
1147	-36	0	0
1148	-36	0	0
1149	-36	0	0
1150	-33	0	0
1151	-33	0	0
1152	-33	0	0
1153	-33	0	0
1154	-33	0	0
1155	-33	0	0
1156	-33	0	0
1157	-33	0	0
1158	-33	0	0
1159	-33	0	0
1160	-29	0	1
1161	-29	0	1
1162	-29	0	1
1163	-29	0	1
1164	-29	0	1
1165	-29	0	1
1166	-29	0	1
1167	-29	0	1
1168	-29	0	1
1169	-29	0	1
1170	-23	1	0
1171	-23	1	0
1172	-23	1	0
1173	-23	1	0
1174	-23	1	0
1175	-23	1	0
1176	-23	1	0
1177	-23	1	0
1178	-23	1	0
1179	-23	1	0
1180	-20	1	0
1181	-20	1	0
1182	-20	1	0
1183	-20	1	0
1184	-20	1	0
1185	-20	1	0
1186	-20	1	0
1187	-20	1	0
1188	-20	1	0
1189	-20	1	0
1190	-17	1	0
1191	-17	1	0
1192	-17	1	0
1193	-17	1	0
1194	-17	1	0
1195	-17	1	0
1196	-17	1	0
1197	-17	1	0
1198	-17	1	0
1199	-17	1	0
1200	-15	1	0
1201	-15	1	0
1202	-15	1	0
1203	-15	1	0
1204	-15	1	0
1205	-15	1	0
1206	-15	1	0
1207	-15	1	0
1208	-15	1	0
1209	-15	1	0
1210	-12	1	0
1211	-12	1	0
1212	-12	1	0
1213	-12	1	0
1214	-12	1	0
1215	-12	1	0
1216	-12	1	0
1217	-12	1	0
1218	-12	1	0
1219	-12	1	0
1220	-9	1	0
1221	-9	1	0
1222	-9	1	0
1223	-9	1	0
1224	-9	1	0
1225	-9	1	0
1226	-9	1	0
1227	-9	1	0
1228	-9	1	0
1229	-9	1	0
1230	-7	1	0
1231	-7	1	0
1232	-7	1	0
1233	-7	1	0
1234	-7	1	0
1235	-7	1	0
1236	-7	1	0
1237	-7	1	0
1238	-7	1	0
1239	-7	1	0
1240	-5	1	0
1241	-5	1	0
1242	-5	1	0
1243	-5	1	0
1244	-5	1	0
1245	-5	1	0
1246	-5	1	0
1247	-5	1	0
1248	-5	1	0
1249	-5	1	0
1250	-3	1	0
1251	-3	1	0
1252	-3	1	0
1253	-3	1	0
1254	-3	1	0
1255	-3	1	0
1256	-3	1	0
1257	-3	1	0
1258	-3	1	0
1259	-3	1	0
1260	-2	1	0
1261	-2	1	0
1262	-2	1	0
1263	-2	1	0
1264	-2	1	0
1265	-2	1	0
1266	-2	1	0
1267	-2	1	0
1268	-2	1	0
1269	-2	1	0
1270	0	0	0
1271	0	0	0
1272	0	0	0
1273	0	0	0
1274	0	0	0
1275	0	0	0
1276	0	0	0
1277	0	0	0
1278	0	0	0
1279	0	0	0
1280	0	1	0
1281	0	1	0
1282	0	1	0
1283	0	1	0
1284	0	1	0
1285	0	1	0
1286	0	1	0
1287	0	1	0
1288	0	1	0
1289	0	1	0
1290	1	1	0
1291	1	1	0
1292	1	1	0
1293	1	1	0
1294	1	1	0
1295	1	1	0
1296	1	1	0
1297	1	1	0
1298	1	1	0
1299	1	1	0
1300	2	0	0
1301	2	0	0
1302	2	0	0
1303	2	0	0
1304	2	0	0
1305	2	0	0
1306	2	0	0
1307	2	0	0
1308	2	0	0
1309	2	0	0
1310	2	1	0
1311	2	1	0
1312	2	1	0
1313	2	1	0
1314	2	1	0
1315	2	1	0
1316	2	1	0
1317	2	1	0
1318	2	1	0
1319	2	1	0
1320	2	0	0
1321	2	0	0
1322	2	0	0
1323	2	0	0
1324	2	0	0
1325	2	0	0
1326	2	0	0
1327	2	0	0
1328	2	0	0
1329	2	0	0
1330	2	1	0
1331	2	1	0
1332	2	1	0
1333	2	1	0
1334	2	1	0
1335	2	1	0
1336	2	1	0
1337	2	1	0
1338	2	1	0
1339	2	1	0
1340	2	1	0
1341	2	1	0
1342	2	1	0
1343	2	1	0
1344	2	1	0
1345	2	1	0
1346	2	1	0
1347	2	1	0
1348	2	1	0
1349	2	1	0
1350	2	0	0
1351	2	0	0
1352	2	0	0
1353	2	0	0
1354	2	0	0
1355	2	0	0
1356	2	0	0
1357	2	0	0
1358	2	0	0
1359	2	0	0
1360	2	1	0
1361	2	1	0
1362	2	1	0
1363	2	1	0
1364	2	1	0
1365	2	1	0
1366	2	1	0
1367	2	1	0
1368	2	1	0
1369	2	1	0
1370	2	1	0
1371	2	1	0
1372	2	1	0
1373	2	1	0
1374	2	1	0
1375	2	1	0
1376	2	1	0
1377	2	1	0
1378	2	1	0
1379	2	1	0
1380	2	0	0
1381	2	0	0
1382	2	0	0
1383	2	0	0
1384	2	0	0
1385	2	0	0
1386	2	0	0
1387	2	0	0
1388	2	0	0
1389	2	0	0
1390	1	1	0
1391	1	1	0
1392	1	1	0
1393	1	1	0
1394	1	1	0
1395	1	1	0
1396	1	1	0
1397	1	1	0
1398	1	1	0
1399	1	1	0
1400	1	0	0
1401	1	0	0
1402	1	0	0
1403	1	0	0
1404	1	0	0
1405	1	0	0
1406	1	0	0
1407	1	0	0
1408	1	0	0
1409	1	0	0
1410	1	1	0
1411	1	1	0
1412	1	1	0
1413	1	1	0
1414	1	1	0
1415	1	1	0
1416	1	1	0
1417	1	1	0
1418	1	1	0
1419	1	1	0
1420	2	1	0
1421	2	1	0
1422	2	1	0
1423	2	1	0
1424	2	1	0
1425	2	1	0
1426	2	1	0
1427	2	1	0
1428	2	1	0
1429	2	1	0
1430	2	0	0
1431	2	0	0
1432	2	0	0
1433	2	0	0
1434	2	0	0
1435	2	0	0
1436	2	0	0
1437	2	0	0
1438	2	0	0
1439	2	0	0
1440	3	1	0
1441	3	1	0
1442	3	1	0
1443	3	1	0
1444	3	1	0
1445	3	1	0
1446	3	1	0
1447	3	1	0
1448	3	1	0
1449	3	1	0
1450	5	1	0
1451	5	1	0
1452	5	1	0
1453	5	1	0
1454	5	1	0
1455	5	1	0
1456	5	1	0
1457	5	1	0
1458	5	1	0
1459	5	1	0
1460	11	0	1
1461	11	0	1
1462	11	0	1
1463	11	0	1
1464	11	0	1
1465	11	0	1
1466	11	0	1
1467	11	0	1
1468	11	0	1
1469	11	0	1
1470	12	0	0
1471	12	0	0
1472	12	0	0
1473	12	0	0
1474	12	0	0
1475	12	0	0
1476	12	0	0
1477	12	0	0
1478	12	0	0
1479	12	0	0
1480	17	0	0
1481	17	0	0
1482	17	0	0
1483	17	0	0
1484	17	0	0
1485	17	0	0
1486	17	0	0
1487	17	0	0
1488	17	0	0
1489	17	0	0
1490	23	0	0
1491	23	0	0
1492	23	0	0
1493	23	0	0
1494	23	0	0
1495	23	0	0
1496	23	0	0
1497	23	0	0
1498	23	0	0
1499	23	0	0
1500	29	0	0
1501	29	0	0
1502	29	0	0
1503	29	0	0
1504	29	0	0
1505	29	0	0
1506	29	0	0
1507	29	0	0
1508	29	0	0
1509	29	0	0
1510	37	0	1
1511	37	0	1
1512	37	0	1
1513	37	0	1
1514	37	0	1
1515	37	0	1
1516	37	0	1
1517	37	0	1
1518	37	0	1
1519	37	0	1
1520	37	0	0
1521	37	0	0
1522	37	0	0
1523	37	0	0
1524	37	0	0
1525	37	0	0
1526	37	0	0
1527	37	0	0
1528	37	0	0
1529	37	0	0
1530	40	0	1
1531	40	0	1
1532	40	0	1
1533	40	0	1
1534	40	0	1
1535	40	0	1
1536	40	0	1
1537	40	0	1
1538	40	0	1
1539	40	0	1
1540	39	0	0
1541	39	0	0
1542	39	0	0
1543	39	0	0
1544	39	0	0
1545	39	0	0
1546	39	0	0
1547	39	0	0
1548	39	0	0
1549	39	0	0
1550	45	0	1
1551	45	0	1
1552	45	0	1
1553	45	0	1
1554	45	0	1
1555	45	0	1
1556	45	0	1
1557	45	0	1
1558	45	0	1
1559	45	0	1
1560	41	0	0
1561	41	0	0
1562	41	0	0
1563	41	0	0
1564	41	0	0
1565	41	0	0
1566	41	0	0
1567	41	0	0
1568	41	0	0
1569	41	0	0
1570	47	0	1
1571	47	0	1
1572	47	0	1
1573	47	0	1
1574	47	0	1
1575	47	0	1
1576	47	0	1
1577	47	0	1
1578	47	0	1
1579	47	0	1
1580	45	0	1
1581	45	0	1
1582	45	0	1
1583	45	0	1
1584	45	0	1
1585	45	0	1
1586	45	0	1
1587	45	0	1
1588	45	0	1
1589	45	0	1
1590	39	0	0
1591	39	0	0
1592	39	0	0
1593	39	0	0
1594	39	0	0
1595	39	0	0
1596	39	0	0
1597	39	0	0
1598	39	0	0
1599	39	0	0
1600	42	0	0
1601	42	0	0
1602	42	0	0
1603	42	0	0
1604	42	0	0
1605	42	0	0
1606	42	0	0
1607	42	0	0
1608	42	0	0
1609	42	0	0
1610	45	0	0
1611	45	0	0
1612	45	0	0
1613	45	0	0
