tick	steer	gas	brake
826	127	1	0
827	127	1	0
828	-64	1	1
829	-64	1	1
830	-64	1	1
831	-64	1	1
832	-64	1	1
833	-64	1	1
834	-64	1	1
835	-64	1	1
836	-64	1	1
837	-64	1	1
838	-64	1	1
839	-64	1	1
840	-64	1	1
841	-64	1	1
842	-64	1	1
843	-64	1	1
844	-64	1	1
845	-64	1	1
846	-64	1	1
847	-64	1	1
848	-64	1	1
849	-64	1	1
850	-64	1	1
851	-64	1	1
852	0	0	1
853	0	0	1
854	0	0	1
855	0	0	1
856	0	0	1
857	0	0	1
858	0	0	1
859	0	0	1
860	0	0	1
861	0	0	1
862	0	0	1
863	0	0	1
864	0	0	1
865	0	0	1
866	0	0	1
867	0	0	1
868	0	0	1
869	0	0	1
870	0	0	1
871	0	0	1
872	0	0	1
873	0	0	1
874	0	0	1
875	0	0	1
876	0	1	1
877	0	1	1
878	0	1	1
879	0	1	1
880	0	1	1
881	0	1	1
882	0	1	1
883	0	1	1
884	0	1	1
885	0	1	1
886	0	1	1
887	0	1	1
888	0	1	1
889	0	1	1
890	0	1	1
891	0	1	1
892	0	1	1
893	0	1	1
894	0	1	1
895	0	1	1
896	0	1	1
897	0	1	1
898	0	1	1
899	0	1	1
900	0	1	1
901	0	1	1
902	0	1	1
903	0	1	1
904	0	1	1
905	0	1	1
906	0	1	1
907	0	1	1
908	0	1	1
909	0	1	1
910	0	1	1
911	0	1	1
912	0	1	1
913	0	1	1
914	0	1	1
915	0	1	1
916	0	1	1
917	0	1	1
918	0	1	1
919	0	1	1
920	0	1	1
921	0	1	1
922	0	1	1
923	0	1	1
924	127	1	0
925	127	1	0
926	127	1	0
927	127	1	0
928	127	1	0
929	127	1	0
930	127	1	0
931	127	1	0
932	127	1	0
933	127	1	0
934	127	1	0
935	127	1	0
936	127	1	0
937	127	1	0
938	127	1	0
939	127	1	0
940	127	1	0
941	127	1	0
942	127	1	0
943	127	1	0
944	127	1	0
945	127	1	0
946	127	1	0
947	127	1	0
948	127	1	0
949	127	1	0
950	127	1	0
951	127	1	0
952	127	1	0
953	127	1	0
954	127	1	0
955	127	1	0
956	127	1	0
957	127	1	0
958	127	1	0
959	127	1	0
960	127	1	0
961	127	1	0
962	127	1	0
963	127	1	0
964	127	1	0
965	127	1	0
966	127	1	0
967	127	1	0
968	127	1	0
969	127	1	0
970	127	1	0
971	127	1	0
972	127	1	0
973	127	1	0
974	127	1	0
975	127	1	0
976	127	1	0
977	127	1	0
978	127	1	0
979	127	1	0
980	127	1	0
981	127	1	0
982	127	1	0
983	127	1	0
984	127	1	0
985	127	1	0
986	127	1	0
987	127	1	0
988	127	1	0
989	127	1	0
990	127	1	0
991	127	1	0
992	127	1	0
993	127	1	0
994	127	1	0
995	127	1	0
996	127	1	0
997	127	1	0
998	127	1	0
999	127	1	0
1000	127	1	0
1001	127	1	0
1002	127	1	0
1003	127	1	0
1004	127	1	0
1005	127	1	0
1006	127	1	0
1007	127	1	0
1008	127	1	0
1009	127	1	0
1010	127	1	0
1011	127	1	0
1012	127	1	0
1013	127	1	0
1014	127	1	0
1015	127	1	0
1016	127	1	0
1017	127	1	0
1018	127	1	0
1019	127	1	0
1020	127	1	0
1021	127	1	0
1022	127	1	0
1023	127	1	0
1024	127	1	0
1025	127	1	0
1026	127	1	0
1027	127	1	0
1028	127	1	0
1029	127	1	0
1030	127	1	0
1031	127	1	0
1032	0	1	0
1033	0	1	0
1034	0	1	0
1035	0	1	0
1036	0	1	0
1037	0	1	0
1038	0	1	0
1039	0	1	0
1040	0	1	0
1041	0	1	0
1042	0	1	0
1043	0	1	0
1044	0	1	0
1045	0	1	0
1046	0	1	0
1047	0	1	0
1048	0	1	0
1049	0	1	0
1050	0	1	0
1051	0	1	0
1052	0	1	0
1053	0	1	0
1054	0	1	0
1055	0	1	0
1056	0	1	0
1057	0	1	0
1058	0	1	0
1059	0	1	0
1060	0	1	0
1061	0	1	0
1062	0	1	0
1063	0	1	0
1064	0	1	0
1065	0	1	0
1066	0	1	0
1067	0	1	0
1068	0	1	0
1069	0	1	0
1070	0	1	0
1071	0	1	0
1072	0	1	0
1073	0	1	0
1074	0	1	0
1075	0	1	0
1076	0	1	0
1077	0	1	0
1078	0	1	0
1079	0	1	0
1080	0	1	0
1081	0	1	0
1082	0	1	0
1083	0	1	0
1084	0	1	0
1085	0	1	0
1086	0	1	0
1087	0	1	0
1088	0	1	0
1089	0	1	0
1090	0	1	0
1091	0	1	0
1092	0	1	0
1093	0	1	0
1094	0	1	0
1095	0	1	0
1096	0	1	0
1097	0	1	0
1098	0	1	0
1099	0	1	0
1100	0	1	0
1101	0	1	0
1102	0	1	0
1103	0	1	0
1104	-64	1	0
1105	-64	1	0
1106	-64	1	0
1107	-64	1	0
1108	-64	1	0
1109	-64	1	0
1110	-64	1	0
1111	-64	1	0
1112	-64	1	0
1113	-64	1	0
1114	-64	1	0
1115	-64	1	0
1116	-64	1	0
1117	-64	1	0
1118	-64	1	0
1119	-64	1	0
1120	-64	1	0
1121	-64	1	0
1122	-64	1	0
1123	-64	1	0
1124	-64	1	0
1125	-64	1	0
1126	-64	1	0
1127	-64	1	0
1128	-64	1	0
1129	-64	1	0
1130	-64	1	0
1131	-64	1	0
1132	-64	1	0
1133	-64	1	0
1134	-64	1	0
1135	-64	1	0
1136	-64	1	0
1137	-64	1	0
1138	-64	1	0
1139	-64	1	0
1140	-64	1	0
1141	-64	1	0
1142	-64	1	0
1143	-64	1	0
1144	-64	1	0
1145	-64	1	0
1146	-64	1	0
1147	-64	1	0
1148	-64	1	0
1149	-64	1	0
1150	-64	1	0
1151	-64	1	0
1152	64	0	0
1153	64	0	0
1154	64	0	0
1155	64	0	0
1156	64	0	0
1157	64	0	0
1158	64	0	0
1159	64	0	0
1160	64	0	0
1161	64	0	0
1162	64	0	0
1163	64	0	0
1164	64	0	0
1165	64	0	0
1166	64	0	0
1167	64	0	0
1168	64	0	0
1169	64	0	0
1170	64	0	0
1171	64	0	0
1172	64	0	0
1173	64	0	0
1174	64	0	0
1175	64	0	0
1176	64	0	0
1177	64	0	0
1178	64	0	0
1179	64	0	0
1180	64	0	0
1181	64	0	0
1182	64	0	0
1183	64	0	0
1184	64	0	0
1185	64	0	0
1186	64	0	0
1187	64	0	0
1188	127	0	0
1189	127	0	0
1190	127	0	0
1191	127	0	0
1192	127	0	0
1193	127	0	0
1194	127	0	0
1195	127	0	0
1196	127	0	0
1197	127	0	0
1198	127	0	0
1199	127	0	0
1200	-64	0	0
1201	-64	0	0
1202	-64	0	0
1203	-64	0	0
1204	-64	0	0
1205	-64	0	0
1206	-64	0	0
1207	-64	0	0
1208	-64	0	0
1209	-64	0	0
1210	-64	0	0
1211	-64	0	0
1212	-127	1	0
1213	-127	1	0
1214	-127	1	0
1215	-127	1	0
1216	-127	1	0
1217	-127	1	0
1218	-127	1	0
1219	-127	1	0
1220	-127	1	0
1221	-127	1	0
1222	-127	1	0
1223	-127	1	0
1224	0	1	0
1225	0	1	0
1226	0	1	0
1227	0	1	0
1228	0	1	0
1229	0	1	0
1230	0	1	0
1231	0	1	0
1232	0	1	0
1233	0	1	0
1234	0	1	0
1235	0	1	0
1236	127	1	0
1237	127	1	0
1238	127	1	0
1239	127	1	0
1240	127	1	0
1241	127	1	0
1242	127	1	0
1243	127	1	0
1244	127	1	0
1245	127	1	0
1246	127	1	0
1247	127	1	0
1248	127	1	0
1249	127	1	0
1250	127	1	0
1251	127	1	0
1252	127	1	0
1253	127	1	0
1254	127	1	0
1255	127	1	0
1256	127	1	0
1257	127	1	0
1258	127	1	0
1259	127	1	0
1260	-127	0	1
1261	-127	0	1
1262	-127	0	1
1263	-127	0	1
1264	-127	0	1
1265	-127	0	1
1266	-127	0	1
1267	-127	0	1
1268	-127	0	1
1269	-127	0	1
1270	-127	0	1
1271	-127	0	1
1272	-127	0	1
1273	-127	0	1
1274	-127	0	1
1275	-127	0	1
1276	-127	0	1
1277	-127	0	1
1278	-127	0	1
1279	-127	0	1
1280	-127	0	1
1281	-127	0	1
1282	-127	0	1
1283	-127	0	1
1284	-127	0	1
1285	-127	0	1
1286	-127	0	1
1287	-127	0	1
1288	-127	0	1
1289	-127	0	1
1290	-127	0	1
1291	-127	0	1
1292	-127	0	1
1293	-127	0	1
1294	-127	0	1
1295	-127	0	1
1296	0	0	1
1297	0	0	1
1298	0	0	1
1299	0	0	1
1300	0	0	1
1301	0	0	1
1302	0	0	1
1303	0	0	1
1304	0	0	1
1305	0	0	1
1306	0	0	1
1307	0	0	1
1308	0	0	1
1309	0	0	1
1310	0	0	1
1311	0	0	1
1312	0	0	1
1313	0	0	1
1314	0	0	1
1315	0	0	1
1316	0	0	1
1317	0	0	1
1318	0	0	1
1319	0	0	1
1320	0	0	1
1321	0	0	1
1322	0	0	1
1323	0	0	1
1324	0	0	1
1325	0	0	1
1326	0	0	1
1327	0	0	1
1328	0	0	1
1329	0	0	1
1330	0	0	1
1331	0	0	1
1332	64	0	1
1333	64	0	1
1334	64	0	1
1335	64	0	1
1336	64	0	1
1337	64	0	1
1338	64	0	1
1339	64	0	1
1340	64	0	1
1341	64	0	1
1342	64	0	1
1343	64	0	1
1344	64	0	1
1345	64	0	1
1346	64	0	1
1347	64	0	1
1348	64	0	1
1349	64	0	1
1350	64	0	1
1351	64	0	1
1352	64	0	1
1353	64	0	1
1354	64	0	1
1355	64	0	1
1356	-64	0	0
1357	-64	0	0
1358	-64	0	0
1359	-64	0	0
1360	-64	0	0
1361	-64	0	0
1362	-64	0	0
1363	-64	0	0
1364	-64	0	0
1365	-64	0	0
1366	-64	0	0
1367	-64	0	0
1368	64	0	1
1369	64	0	1
1370	64	0	1
1371	64	0	1
1372	64	0	1
1373	64	0	1
1374	64	0	1
1375	64	0	1
1376	64	0	1
1377	64	0	1
1378	64	0	1
1379	64	0	1
1380	-127	1	1
1381	-127	1	1
1382	-127	1	1
1383	-127	1	1
1384	-127	1	1
1385	-127	1	1
1386	-127	1	1
1387	-127	1	1
1388	-127	1	1
1389	-127	1	1
1390	-127	1	1
1391	-127	1	1
1392	-127	1	1
1393	-127	1	1
1394	-127	1	1
1395	-127	1	1
1396	-127	1	1
1397	-127	1	1
1398	-127	1	1
1399	-127	1	1
1400	-127	1	1
1401	-127	1	1
1402	-127	1	1
1403	-127	1	1
1404	-127	1	1
1405	-127	1	1
1406	-127	1	1
1407	-127	1	1
1408	-127	1	1
1409	-127	1	1
1410	-127	1	1
1411	-127	1	1
1412	-127	1	1
1413	-127	1	1
1414	-127	1	1
1415	-127	1	1
1416	127	0	1
1417	127	0	1
1418	127	0	1
1419	127	0	1
1420	127	0	1
1421	127	0	1
1422	127	0	1
1423	127	0	1
1424	127	0	1
1425	127	0	1
1426	127	0	1
1427	127	0	1
1428	127	0	1
1429	127	0	1
1430	127	0	1
1431	127	0	1
1432	127	0	1
1433	127	0	1
1434	127	0	1
1435	127	0	1
1436	127	0	1
1437	127	0	1
1438	127	0	1
1439	127	0	1
1440	127	1	0
1441	127	1	0
1442	127	1	0
1443	127	1	0
1444	127	1	0
1445	127	1	0
1446	127	1	0
1447	127	1	0
1448	127	1	0
1449	127	1	0
1450	127	1	0
1451	127	1	0
1452	127	1	0
1453	127	1	0
1454	127	1	0
1455	127	1	0
1456	127	1	0
1457	127	1	0
1458	127	1	0
1459	127	1	0
1460	127	1	0
1461	127	1	0
1462	127	1	0
1463	127	1	0
1464	127	1	0
1465	127	1	0
1466	127	1	0
1467	127	1	0
1468	127	1	0
1469	127	1	0
1470	127	1	0
1471	127	1	0
1472	127	1	0
1473	127	1	0
1474	127	1	0
1475	127	1	0
1476	127	1	0
1477	127	1	0
1478	127	1	0
1479	127	1	0
1480	127	1	0
1481	127	1	0
1482	127	1	0
1483	127	1	0
1484	127	1	0
1485	127	1	0
1486	127	1	0
1487	127	1	0
1488	0	1	0
1489	0	1	0
1490	0	1	0
1491	0	1	0
1492	0	1	0
1493	0	1	0
1494	0	1	0
1495	0	1	0
1496	0	1	0
1497	0	1	0
1498	0	1	0
1499	0	1	0
1500	0	1	0
1501	0	1	0
1502	0	1	0
1503	0	1	0
1504	0	1	0
1505	0	1	0
1506	0	1	0
1507	0	1	0
1508	0	1	0
1509	0	1	0
1510	0	1	0
1511	0	1	0
1512	0	1	0
1513	0	1	0
1514	0	1	0
1515	0	1	0
1516	0	1	0
1517	0	1	0
1518	0	1	0
1519	0	1	0
1520	0	1	0
1521	0	1	0
1522	0	1	0
1523	0	1	0
1524	0	1	0
1525	0	1	0
1526	0	1	0
1527	0	1	0
1528	0	1	0
1529	0	1	0
1530	0	1	0
1531	0	1	0
1532	0	1	0
1533	0	1	0
1534	0	1	0
1535	0	1	0
1536	0	1	0
1537	0	1	0
1538	0	1	0
1539	0	1	0
1540	0	1	0
1541	0	1	0
1542	0	1	0
1543	0	1	0
1544	0	1	0
1545	0	1	0
1546	0	1	0
1547	0	1	0
1548	0	1	0
1549	0	1	0
1550	0	1	0
1551	0	1	0
1552	0	1	0
1553	0	1	0
1554	0	1	0
1555	0	1	0
1556	0	1	0
1557	0	1	0
1558	0	1	0
1559	0	1	0
1560	0	1	0
1561	0	1	0
1562	0	1	0
1563	0	1	0
1564	0	1	0
1565	0	1	0
1566	0	1	0
1567	0	1	0
1568	0	1	0
1569	0	1	0
1570	0	1	0
1571	0	1	0
1572	0	1	0
1573	0	1	0
1574	0	1	0
1575	0	1	0
1576	0	1	0
1577	0	1	0
1578	0	1	0
1579	0	1	0
1580	0	1	0
1581	0	1	0
1582	0	1	0
1583	0	1	0
1584	0	1	0
1585	0	1	0
1586	0	1	0
1587	0	1	0
1588	0	1	0
1589	0	1	0
1590	0	1	0
1591	0	1	0
1592	0	1	0
1593	0	1	0
1594	0	1	0
1595	0	1	0
1596	0	1	0
1597	0	1	0
1598	0	1	0
1599	0	1	0
1600	0	1	0
1601	0	1	0
1602	0	1	0
1603	0	1	0
1604	0	1	0
1605	0	1	0
1606	0	1	0
1607	0	1	0
1608	0	1	0
1609	0	1	0
1610	0	1	0
1611	0	1	0
1612	0	1	0
1613	0	1	0
1614	0	1	0
1615	0	1	0
1616	0	1	0
1617	0	1	0
1618	0	1	0
1619	0	1	0
1620	0	1	0
1621	0	1	0
