# Kart Silverstone GP lap in Trackmania world coordinates (x east, y up, z south); heading = atan2(dx, dz) of travel; curvature >0 turns left
# start_station	767	finish_station	799	checkpoints	869,1034,1268,1327,150,260,401,671
station	s_m	x	y	z	heading_rad	curvature	left_m	right_m	corner
856	856.0	1857.915	23.351	1492.807	2.37353	-0.00364	5.51	4.69	Loop entry
857	857.0	1858.611	23.362	1492.089	2.36958	-0.00336	5.51	4.74	Loop entry
858	858.0	1859.310	23.372	1491.374	2.36643	-0.00302	5.52	4.78	Loop entry
859	859.0	1860.011	23.380	1490.661	2.36395	-0.00265	5.52	4.83	Loop entry
860	860.0	1860.713	23.388	1489.949	2.36202	-0.00228	5.53	4.87	Loop entry
861	861.0	1861.417	23.394	1489.239	2.36049	-0.00193	5.54	4.91	Loop entry
862	862.0	1862.121	23.400	1488.529	2.35926	-0.00161	5.54	4.96	Loop entry
863	863.0	1862.826	23.406	1487.820	2.35824	-0.00133	5.55	5.00	Loop entry
864	864.0	1863.532	23.410	1487.112	2.35739	-0.00108	5.55	5.05	Loop entry
865	865.0	1864.239	23.414	1486.404	2.35665	-0.00085	5.56	5.09	Loop entry
866	866.0	1864.946	23.418	1485.697	2.35602	-0.00065	5.56	5.14	Loop entry
867	867.0	1865.653	23.421	1484.990	2.35546	-0.00045	5.57	5.18	Loop entry
868	868.0	1866.361	23.424	1484.284	2.35498	-0.00023	5.58	5.23	Loop entry
869	869.0	1867.069	23.426	1483.578	2.35459	0.00001	5.58	5.27	Loop entry
870	870.0	1867.778	23.428	1482.872	2.35430	0.00029	5.59	5.31	Loop entry
871	871.0	1868.486	23.430	1482.166	2.35417	0.00061	5.59	5.36	Loop entry
872	872.0	1869.195	23.432	1481.460	2.35428	0.00100	5.60	5.40	Loop entry
873	873.0	1869.903	23.433	1480.755	2.35474	0.00144	5.60	5.45	Loop entry
874	874.0	1870.611	23.434	1480.048	2.35569	0.00194	5.61	5.49	Loop entry
875	875.0	1871.318	23.435	1479.341	2.35729	0.00248	5.61	5.54	Loop entry
876	876.0	1872.024	23.436	1478.632	2.35968	0.00305	5.62	5.58	Loop entry
877	877.0	1872.727	23.437	1477.922	2.36297	0.00364	5.63	5.62	Loop entry
878	878.0	1873.428	23.437	1477.209	2.36717	0.00421	5.63	5.67	Loop entry
879	879.0	1874.126	23.438	1476.492	2.37221	0.00475	5.64	5.71	Loop entry
880	880.0	1874.820	23.439	1475.772	2.37794	0.00523	5.64	5.76	Loop entry
881	881.0	1875.509	23.439	1475.048	2.38417	0.00562	5.65	5.80	Loop entry
882	882.0	1876.194	23.440	1474.319	2.39075	0.00590	5.65	5.85	Loop entry
883	883.0	1876.874	23.440	1473.585	2.39760	0.00602	5.66	5.89	Loop entry
884	884.0	1877.548	23.440	1472.847	2.40473	0.00596	5.67	5.93	Loop entry
885	885.0	1878.218	23.441	1472.104	2.41221	0.00570	5.67	5.97	Loop entry
886	886.0	1878.881	23.441	1471.356	2.42006	0.00522	5.68	6.00	Loop entry
887	887.0	1879.539	23.441	1470.603	2.42807	0.00455	5.68	6.03	Loop entry
888	888.0	1880.190	23.441	1469.844	2.43571	0.00372	5.69	6.04	Loop entry
889	889.0	1880.836	23.441	1469.081	2.44213	0.00286	5.69	6.04	Loop entry
890	890.0	1881.478	23.440	1468.314	2.44627	0.00211	5.69	6.02	Loop entry
891	891.0	1882.117	23.440	1467.545	2.44722	0.00171	5.68	6.01	Loop entry
892	892.0	1882.757	23.439	1466.777	2.44449	0.00190	5.66	6.00	Loop entry
893	893.0	1883.401	23.438	1466.012	2.43829	0.00296	5.63	6.02	Loop entry
894	894.0	1884.051	23.437	1465.251	2.42969	0.00516	5.59	6.06	Loop entry
895	895.0	1884.708	23.436	1464.497	2.42054	0.00868	5.55	6.14	Loop entry
896	896.0	1885.371	23.434	1463.749	2.41339	0.01363	5.50	6.23	Loop entry
897	897.0	1886.039	23.432	1463.005	2.41130	0.01995	5.45	6.34	Loop entry
898	898.0	1886.705	23.430	1462.259	2.41769	0.02743	5.40	6.43	Loop entry
899	899.0	1887.363	23.427	1461.506	2.43609	0.03568	5.35	6.50	Loop entry
900	900.0	1888.002	23.424	1460.737	2.46972	0.04412	5.31	6.53	Loop entry
901	901.0	1888.608	23.421	1459.941	2.52099	0.05209	5.26	6.51	Loop entry
902	902.0	1889.164	23.417	1459.111	2.59076	0.05889	5.22	6.42	Loop entry
903	903.0	1889.654	23.413	1458.239	2.67786	0.06386	5.18	6.24	Loop entry
904	904.0	1890.058	23.409	1457.325	2.77843	0.06652	5.12	5.97	Loop
905	905.0	1890.363	23.404	1456.373	2.88572	0.06665	5.04	5.60	Loop
906	906.0	1890.563	23.398	1455.394	2.99079	0.06434	4.92	5.16	Loop
907	907.0	1890.663	23.393	1454.399	3.08405	0.05999	4.76	4.69	Loop
908	908.0	1890.678	23.386	1453.399	-3.12561	0.05431	4.56	4.22	Loop
909	909.0	1890.631	23.380	1452.401	-3.07589	0.04817	4.34	3.77	Loop
910	910.0	1890.547	23.372	1451.404	-3.04934	0.04248	4.12	3.37	Loop
911	911.0	1890.447	23.365	1450.409	-3.04106	0.03804	3.92	3.03	Loop
912	912.0	1890.346	23.357	1449.414	-3.04330	0.03543	3.76	2.77	Loop
913	913.0	1890.250	23.348	1448.419	-3.04704	0.03488	3.65	2.58	Loop
914	914.0	1890.157	23.339	1447.423	-3.04336	0.03627	3.58	2.45	Loop
915	915.0	1890.054	23.330	1446.428	-3.02466	0.03916	3.53	2.37	Loop
916	916.0	1889.924	23.320	1445.437	-2.98604	0.04294	3.51	2.35	Loop
917	917.0	1889.744	23.310	1444.453	-2.92699	0.04691	3.50	2.37	Loop
918	918.0	1889.498	23.299	1443.484	-2.85233	0.05046	3.50	2.46	Loop
919	919.0	1889.175	23.288	1442.539	-2.77111	0.05316	3.50	2.63	Loop
920	920.0	1888.775	23.277	1441.622	-2.69296	0.05484	3.49	2.86	Loop
921	921.0	1888.308	23.266	1440.738	-2.62427	0.05557	3.47	3.11	Loop
922	922.0	1887.786	23.254	1439.885	-2.56670	0.05560	3.45	3.32	Loop
923	923.0	1887.221	23.242	1439.060	-2.51827	0.05532	3.41	3.45	Loop
924	924.0	1886.619	23.229	1438.262	-2.47540	0.05508	3.36	3.49	Loop
925	925.0	1885.985	23.217	1437.489	-2.43434	0.05517	3.31	3.47	Loop
926	926.0	1885.320	23.204	1436.742	-2.39188	0.05571	3.27	3.43	Loop
927	927.0	1884.623	23.192	1436.025	-2.34539	0.05667	3.23	3.37	Loop
928	928.0	1883.891	23.179	1435.344	-2.29281	0.05782	3.21	3.31	Loop
929	929.0	1883.123	23.166	1434.704	-2.23287	0.05887	3.19	3.25	Loop
930	930.0	1882.315	23.152	1434.115	-2.16541	0.05943	3.16	3.20	Loop
931	931.0	1881.467	23.139	1433.585	-2.09175	0.05918	3.13	3.18	Loop
932	932.0	1880.582	23.125	1433.120	-2.01476	0.05786	3.08	3.18	Loop
933	933.0	1879.663	23.112	1432.727	-1.93847	0.05536	3.02	3.22	Loop
934	934.0	1878.717	23.098	1432.402	-1.86724	0.05176	2.96	3.26	Loop
935	935.0	1877.752	23.084	1432.143	-1.80487	0.04727	2.92	3.29	Loop
936	936.0	1876.773	23.070	1431.939	-1.75400	0.04230	2.89	3.28	Loop
937	937.0	1875.786	23.056	1431.778	-1.71588	0.03733	2.87	3.22	Loop
938	938.0	1874.794	23.041	1431.650	-1.69041	0.03288	2.87	3.12	Loop
939	939.0	1873.800	23.027	1431.540	-1.67618	0.02941	2.88	3.01	Loop
940	940.0	1872.805	23.012	1431.439	-1.67042	0.02726	2.92	2.93	Loop
941	941.0	1871.810	22.997	1431.341	-1.66889	0.02656	2.99	2.92	Loop
942	942.0	1870.815	22.982	1431.243	-1.66610	0.02722	3.12	3.03	Loop
943	943.0	1869.819	22.966	1431.151	-1.65614	0.02891	3.30	3.28	Loop
944	944.0	1868.822	22.950	1431.073	-1.63397	0.03110	3.53	3.66	Loop
945	945.0	1867.824	22.933	1431.024	-1.59687	0.03317	3.79	4.10	Loop
946	946.0	1866.824	22.916	1431.021	-1.54540	0.03446	4.06	4.52	Loop
947	947.0	1865.825	22.898	1431.075	-1.48355	0.03441	4.31	4.83	Loop
948	948.0	1864.833	22.879	1431.195	-1.41791	0.03266	4.52	5.01	Loop
949	949.0	1863.850	22.859	1431.380	-1.35615	0.02909	4.70	5.09	Loop exit
950	950.0	1862.880	22.839	1431.621	-1.30536	0.02387	4.85	5.12	Loop exit
951	951.0	1861.921	22.817	1431.904	-1.27070	0.01739	4.96	5.12	Loop exit
952	952.0	1860.969	22.795	1432.212	-1.25468	0.01020	5.03	5.11	Loop exit
953	953.0	1860.020	22.771	1432.526	-1.25701	0.00295	5.07	5.10	Loop exit
954	954.0	1859.067	22.746	1432.829	-1.27496	-0.00377	5.07	5.10	Loop exit
955	955.0	1858.107	22.719	1433.109	-1.30406	-0.00949	5.05	5.10	Loop exit
956	956.0	1857.138	22.691	1433.356	-1.33908	-0.01393	5.01	5.10	Loop exit
957	957.0	1856.161	22.662	1433.568	-1.37503	-0.01702	4.96	5.10	Loop exit
958	958.0	1855.177	22.631	1433.745	-1.40791	-0.01890	4.90	5.10	Loop exit
959	959.0	1854.188	22.598	1433.892	-1.43511	-0.01989	4.83	5.10	Loop exit
960	960.0	1853.195	22.564	1434.016	-1.45554	-0.02038	4.77	5.10	Loop exit
961	961.0	1852.201	22.528	1434.122	-1.46958	-0.02081	4.70	5.09	Loop exit
962	962.0	1851.206	22.491	1434.218	-1.47892	-0.02156	4.64	5.06	Loop exit
963	963.0	1850.209	22.452	1434.306	-1.48638	-0.02291	4.59	4.99	Loop exit
964	964.0	1849.213	22.411	1434.386	-1.49551	-0.02500	4.55	4.85	Loop exit
965	965.0	1848.215	22.368	1434.456	-1.50991	-0.02782	4.51	4.66	Loop exit
966	966.0	1847.217	22.324	1434.508	-1.53250	-0.03125	4.46	4.44	Loop exit
967	967.0	1846.217	22.279	1434.533	-1.56472	-0.03509	4.40	4.24	Loop exit
968	968.0	1845.217	22.232	1434.520	-1.60625	-0.03908	4.34	4.11	Loop exit
969	969.0	1844.219	22.185	1434.462	-1.65522	-0.04300	4.27	4.03	Loop exit
970	970.0	1843.225	22.136	1434.352	-1.70884	-0.04669	4.20	3.99	Loop exit
971	971.0	1842.239	22.086	1434.187	-1.76443	-0.05003	4.14	3.98	Loop exit
972	972.0	1841.263	22.035	1433.967	-1.82014	-0.05301	4.11	3.98	Loop exit
973	973.0	1840.302	21.984	1433.693	-1.87544	-0.05563	4.10	3.99	Loop exit
974	974.0	1839.356	21.932	1433.367	-1.93100	-0.05792	4.11	4.00	Loop exit
975	975.0	1838.431	21.880	1432.989	-1.98817	-0.05990	4.15	4.02	Loop exit
976	976.0	1837.529	21.828	1432.557	-2.04836	-0.06158	4.22	4.04	Loop exit
977	977.0	1836.656	21.776	1432.070	-2.11241	-0.06289	4.33	4.07	Loop exit
978	978.0	1835.817	21.724	1431.527	-2.18025	-0.06378	4.47	4.10	Loop exit
979	979.0	1835.017	21.673	1430.926	-2.25092	-0.06416	4.61	4.13	Loop exit
980	980.0	1834.263	21.623	1430.270	-2.32280	-0.06394	4.73	4.17	Loop exit
981	981.0	1833.558	21.573	1429.561	-2.39411	-0.06308	4.81	4.22	Loop exit
982	982.0	1832.905	21.524	1428.805	-2.46334	-0.06154	4.87	4.28	Loop exit
983	983.0	1832.304	21.477	1428.005	-2.52948	-0.05933	4.92	4.36	Loop exit
984	984.0	1831.756	21.430	1427.169	-2.59207	-0.05649	4.95	4.44	Loop exit
985	985.0	1831.260	21.385	1426.301	-2.65096	-0.05309	4.98	4.52	Loop exit
986	986.0	1830.814	21.342	1425.406	-2.70597	-0.04923	5.01	4.61	Loop exit
987	987.0	1830.417	21.300	1424.488	-2.75667	-0.04502	5.04	4.69	Loop exit
988	988.0	1830.064	21.260	1423.553	-2.80234	-0.04063	5.07	4.78	Loop exit
989	989.0	1829.751	21.221	1422.603	-2.84207	-0.03623	5.10	4.87	Loop exit
990	990.0	1829.474	21.185	1421.642	-2.87511	-0.03200	5.13	4.95	Loop exit
991	991.0	1829.225	21.149	1420.674	-2.90117	-0.02814	5.16	5.04	Loop exit
992	992.0	1828.997	21.116	1419.700	-2.92064	-0.02483	5.19	5.13	Loop exit
993	993.0	1828.786	21.084	1418.722	-2.93466	-0.02221	5.22	5.21	Loop exit
994	994.0	1828.587	21.055	1417.743	-2.94496	-0.02035	5.25	5.30	Loop exit
995	995.0	1828.396	21.026	1416.761	-2.95367	-0.01923	5.28	5.39	Loop exit
996	996.0	1828.213	21.000	1415.778	-2.96301	-0.01871	5.31	5.47	Loop exit
997	997.0	1828.040	20.974	1414.793	-2.97506	-0.01857	5.34	5.56	Loop exit
998	998.0	1827.881	20.951	1413.806	-2.99146	-0.01849	5.37	5.65	Loop exit
999	999.0	1827.741	20.928	1412.815	-3.01315	-0.01810	5.40	5.73	Loop exit
1000	1000.0	1827.625	20.907	1411.822	-3.04008	-0.01702	5.43	5.82	Loop exit
1001	1001.0	1827.539	20.887	1410.826	-3.07100	-0.01490	5.46	5.91	Loop exit
1002	1002.0	1827.484	20.869	1409.828	-3.10336	-0.01155	5.49	5.99	Loop exit
1003	1003.0	1827.462	20.851	1408.828	-3.13352	-0.00688	5.52	6.08	Loop exit
1004	1004.0	1827.468	20.834	1407.828	3.12598	-0.00106	5.55	6.15	Loop exit
1005	1005.0	1827.493	20.819	1406.828	3.11308	0.00557	5.58	6.22	Loop exit
1006	1006.0	1827.525	20.803	1405.829	3.11463	0.01245	5.61	6.27	Loop exit
1007	1007.0	1827.547	20.789	1404.829	3.13308	0.01889	5.63	6.30	Loop exit
1008	1008.0	1827.542	20.775	1403.829	-3.11402	0.02413	5.64	6.30	Priory
1009	1009.0	1827.492	20.762	1402.830	-3.06168	0.02747	5.64	6.27	Priory
1010	1010.0	1827.383	20.749	1401.837	-2.99695	0.02838	5.61	6.19	Priory
1011	1011.0	1827.204	20.737	1400.853	-2.92640	0.02663	5.55	6.05	Priory
1012	1012.0	1826.956	20.725	1399.884	-2.85892	0.02234	5.45	5.84	Priory
1013	1013.0	1826.647	20.713	1398.934	-2.80444	0.01603	5.31	5.54	Priory
1014	1014.0	1826.294	20.702	1397.998	-2.77205	0.00859	5.14	5.14	Priory
1015	1015.0	1825.924	20.691	1397.069	-2.76791	0.00115	4.95	4.66	Priory
1016	1016.0	1825.564	20.680	1396.136	-2.79361	-0.00508	4.75	4.14	Priory
1017	1017.0	1825.242	20.669	1395.189	-2.84529	-0.00901	4.56	3.63	Priory
1018	1018.0	1824.981	20.658	1394.224	-2.91363	-0.00985	4.35	3.21	Priory
1019	1019.0	1824.791	20.647	1393.243	-2.98515	-0.00729	4.14	2.95	Priory
1020	1020.0	1824.669	20.636	1392.250	-3.04470	-0.00156	3.96	2.92	Priory
1021	1021.0	1824.598	20.626	1391.253	-3.07879	0.00660	3.85	3.13	Priory
1022	1022.0	1824.544	20.615	1390.254	-3.07845	0.01604	3.87	3.54	Priory
1023	1023.0	1824.471	20.605	1389.257	-3.04107	0.02540	4.02	4.05	Priory
1024	1024.0	1824.343	20.594	1388.265	-2.97090	0.03335	4.27	4.52	Priory
1025	1025.0	1824.132	20.584	1387.288	-2.87827	0.03881	4.55	4.85	Priory
1026	1026.0	1823.824	20.573	1386.338	-2.77736	0.04112	4.79	4.98	Priory
1027	1027.0	1823.421	20.562	1385.423	-2.68287	0.04012	4.95	4.92	Priory
1028	1028.0	1822.939	20.552	1384.547	-2.60671	0.03618	4.99	4.75	Priory
1029	1029.0	1822.402	20.541	1383.703	-2.55600	0.03004	4.93	4.51	Priory
1030	1030.0	1821.834	20.530	1382.880	-2.53249	0.02271	4.81	4.28	Priory
1031	1031.0	1821.258	20.519	1382.063	-2.53322	0.01525	4.66	4.07	Priory
1032	1032.0	1820.691	20.508	1381.239	-2.55184	0.00860	4.53	3.93	Priory
1033	1033.0	1820.146	20.497	1380.401	-2.58029	0.00344	4.43	3.87	Priory
1034	1034.0	1819.627	20.486	1379.546	-2.61056	0.00017	4.36	3.90	Priory
1035	1035.0	1819.133	20.475	1378.677	-2.63615	-0.00119	4.33	4.01	Priory
1036	1036.0	1818.658	20.463	1377.796	-2.65286	-0.00085	4.32	4.16	Priory
1037	1037.0	1818.194	20.452	1376.911	-2.65895	0.00076	4.33	4.32	Priory
1038	1038.0	1817.730	20.441	1376.025	-2.65482	0.00312	4.35	4.45	Priory
1039	1039.0	1817.258	20.430	1375.143	-2.64231	0.00572	4.38	4.54	Priory
1040	1040.0	1816.772	20.418	1374.269	-2.62408	0.00811	4.42	4.58	Priory
1041	1041.0	1816.269	20.407	1373.405	-2.60291	0.00998	4.47	4.58	Priory
1042	1042.0	1815.746	20.395	1372.552	-2.58127	0.01114	4.52	4.55	Priory
1043	1043.0	1815.206	20.384	1371.711	-2.56105	0.01154	4.55	4.52	Priory
1044	1044.0	1814.650	20.373	1370.880	-2.54346	0.01123	4.57	4.49	Priory
1045	1045.0	1814.080	20.361	1370.058	-2.52910	0.01034	4.57	4.47	Priory
1046	1046.0	1813.500	20.350	1369.244	-2.51811	0.00905	4.55	4.44	Priory
1047	1047.0	1812.912	20.338	1368.435	-2.51033	0.00754	4.52	4.42	Priory
1048	1048.0	1812.319	20.327	1367.629	-2.50544	0.00597	4.48	4.41	Priory
1049	1049.0	1811.724	20.315	1366.826	-2.50302	0.00449	4.45	4.40	Priory
1050	1050.0	1811.127	20.304	1366.023	-2.50258	0.00319	4.42	4.39	Priory
1051	1051.0	1810.531	20.293	1365.221	-2.50358	0.00215	4.41	4.37	Priory
1052	1052.0	1809.936	20.282	1364.417	-2.50542	0.00138	4.39	4.36	Priory
1053	1053.0	1809.343	20.271	1363.612	-2.50743	0.00089	4.37	4.34	Priory
1054	1054.0	1808.751	20.259	1362.806	-2.50899	0.00064	4.34	4.33	Priory
1055	1055.0	1808.160	20.249	1361.999	-2.50957	0.00061	4.30	4.31	Priory
1056	1056.0	1807.570	20.238	1361.192	-2.50890	0.00080	4.25	4.29	Priory
1057	1057.0	1806.978	20.227	1360.386	-2.50711	0.00123	4.21	4.28	Priory
1058	1058.0	1806.384	20.217	1359.581	-2.50468	0.00198	4.18	4.27	Priory
1059	1059.0	1805.788	20.206	1358.778	-2.50245	0.00319	4.17	4.26	Priory
1060	1060.0	1805.191	20.196	1357.976	-2.50128	0.00506	4.17	4.25	Priory
1061	1061.0	1804.594	20.187	1357.174	-2.50171	0.00781	4.20	4.25	Priory
1062	1062.0	1803.997	20.177	1356.372	-2.50351	0.01168	4.25	4.25	Priory
1063	1063.0	1803.402	20.168	1355.568	-2.50533	0.01687	4.32	4.27	Priory
1064	1064.0	1802.808	20.159	1354.763	-2.50452	0.02349	4.39	4.32	Priory
1065	1065.0	1802.213	20.150	1353.960	-2.49731	0.03152	4.46	4.40	Priory
1066	1066.0	1801.607	20.142	1353.164	-2.47931	0.04082	4.54	4.51	Priory
1067	1067.0	1800.983	20.134	1352.383	-2.44629	0.05107	4.61	4.66	Priory
1068	1068.0	1800.326	20.126	1351.629	-2.39510	0.06184	4.65	4.84	Priory
1069	1069.0	1799.625	20.119	1350.916	-2.32446	0.07263	4.67	5.06	Priory
1070	1070.0	1798.870	20.112	1350.262	-2.23535	0.08289	4.65	5.30	Priory
1071	1071.0	1798.054	20.106	1349.684	-2.13069	0.09208	4.60	5.55	Return leg
1072	1072.0	1797.179	20.100	1349.202	-2.01452	0.09975	4.53	5.81	Return leg
1073	1073.0	1796.252	20.095	1348.828	-1.89076	0.10554	4.45	6.04	Return leg
1074	1074.0	1795.285	20.090	1348.574	-1.76241	0.10920	4.38	6.23	Return leg
1075	1075.0	1794.294	20.085	1348.448	-1.63173	0.11059	4.31	6.33	Return leg
1076	1076.0	1793.295	20.081	1348.453	-1.50071	0.10974	4.26	6.32	Return leg
1077	1077.0	1792.305	20.078	1348.588	-1.37165	0.10675	4.23	6.16	Return leg
1078	1078.0	1791.339	20.074	1348.848	-1.24771	0.10187	4.23	5.85	Return leg
1079	1079.0	1790.413	20.072	1349.221	-1.13265	0.09542	4.24	5.47	Return leg
1080	1080.0	1789.532	20.069	1349.694	-1.03005	0.08783	4.28	5.10	Return leg
1081	1081.0	1788.700	20.068	1350.249	-0.94241	0.07958	4.31	4.80	Return leg
1082	1082.0	1787.916	20.066	1350.869	-0.87050	0.07113	4.34	4.59	Return leg
1083	1083.0	1787.172	20.065	1351.537	-0.81322	0.06294	4.36	4.46	Return leg
1084	1084.0	1786.463	20.064	1352.243	-0.76800	0.05538	4.36	4.37	Return leg
1085	1085.0	1785.783	20.064	1352.976	-0.73148	0.04869	4.33	4.30	Return leg
1086	1086.0	1785.128	20.064	1353.731	-0.70023	0.04300	4.29	4.25	Return leg
1087	1087.0	1784.495	20.064	1354.505	-0.67137	0.03831	4.24	4.20	Return leg
1088	1088.0	1783.884	20.064	1355.296	-0.64293	0.03452	4.20	4.16	Return leg
1089	1089.0	1783.296	20.064	1356.105	-0.61397	0.03144	4.16	4.13	Return leg
1090	1090.0	1782.732	20.065	1356.931	-0.58447	0.02886	4.14	4.11	Return leg
1091	1091.0	1782.192	20.066	1357.773	-0.55500	0.02658	4.15	4.11	Return leg
1092	1092.0	1781.678	20.067	1358.630	-0.52648	0.02441	4.16	4.11	Return leg
1093	1093.0	1781.188	20.068	1359.502	-0.49988	0.02224	4.16	4.12	Return leg
1094	1094.0	1780.719	20.069	1360.385	-0.47600	0.02000	4.15	4.13	Return leg
1095	1095.0	1780.271	20.070	1361.279	-0.45539	0.01766	4.11	4.15	Return leg
1096	1096.0	1779.840	20.071	1362.182	-0.43833	0.01526	4.07	4.16	Return leg
1097	1097.0	1779.422	20.073	1363.090	-0.42482	0.01285	4.02	4.16	Return leg
1098	1098.0	1779.016	20.074	1364.004	-0.41467	0.01050	3.98	4.16	Return leg
1099	1099.0	1778.616	20.075	1364.921	-0.40750	0.00828	3.95	4.15	Return leg
1100	1100.0	1778.223	20.076	1365.840	-0.40288	0.00623	3.93	4.13	Return leg
1101	1101.0	1777.832	20.077	1366.761	-0.40032	0.00442	3.93	4.12	Return leg
1102	1102.0	1777.443	20.078	1367.682	-0.39939	0.00287	3.94	4.11	Return leg
1103	1103.0	1777.055	20.079	1368.603	-0.39967	0.00158	3.96	4.10	Return leg
1104	1104.0	1776.665	20.080	1369.524	-0.40085	0.00055	3.98	4.10	Return leg
1105	1105.0	1776.274	20.081	1370.445	-0.40266	-0.00021	4.01	4.10	Return leg
1106	1106.0	1775.881	20.082	1371.364	-0.40488	-0.00073	4.04	4.10	Return leg
1107	1107.0	1775.486	20.083	1372.283	-0.40734	-0.00103	4.07	4.09	Return leg
1108	1108.0	1775.089	20.084	1373.201	-0.40988	-0.00112	4.08	4.08	Return leg
1109	1109.0	1774.689	20.085	1374.117	-0.41236	-0.00102	4.09	4.06	Return leg
1110	1110.0	1774.288	20.086	1375.033	-0.41461	-0.00074	4.08	4.04	Return leg
1111	1111.0	1773.884	20.087	1375.948	-0.41649	-0.00032	4.06	4.01	Return leg
1112	1112.0	1773.479	20.089	1376.862	-0.41781	0.00024	4.03	3.99	Return leg
1113	1113.0	1773.072	20.090	1377.776	-0.41838	0.00088	4.00	3.96	Return leg
1114	1114.0	1772.666	20.091	1378.690	-0.41800	0.00156	3.97	3.92	Return leg
1115	1115.0	1772.260	20.092	1379.604	-0.41646	0.00224	3.94	3.88	Return leg
1116	1116.0	1771.857	20.094	1380.519	-0.41357	0.00283	3.90	3.84	Return leg
1117	1117.0	1771.457	20.096	1381.435	-0.40920	0.00329	3.86	3.82	Return leg
1118	1118.0	1771.061	20.097	1382.353	-0.40336	0.00354	3.83	3.81	Return leg
1119	1119.0	1770.672	20.099	1383.274	-0.39629	0.00357	3.80	3.80	Return leg
1120	1120.0	1770.289	20.101	1384.198	-0.38854	0.00337	3.77	3.80	Return leg
1121	1121.0	1769.914	20.104	1385.125	-0.38100	0.00298	3.75	3.81	Return leg
1122	1122.0	1769.545	20.106	1386.055	-0.37478	0.00249	3.73	3.82	Return leg
1123	1123.0	1769.182	20.109	1386.987	-0.37104	0.00205	3.74	3.84	Return leg
1124	1124.0	1768.820	20.111	1387.919	-0.37070	0.00181	3.78	3.86	Return leg
1125	1125.0	1768.457	20.114	1388.851	-0.37402	0.00192	3.84	3.87	Return leg
1126	1126.0	1768.090	20.118	1389.781	-0.38037	0.00249	3.90	3.88	Return leg
1127	1127.0	1767.715	20.121	1390.708	-0.38810	0.00354	3.95	3.86	Return leg
1128	1128.0	1767.333	20.124	1391.632	-0.39464	0.00501	3.97	3.84	Return leg
1129	1129.0	1766.946	20.128	1392.554	-0.39699	0.00670	3.95	3.81	Return leg
1130	1130.0	1766.559	20.132	1393.476	-0.39237	0.00832	3.91	3.78	Return leg
1131	1131.0	1766.181	20.136	1394.402	-0.37902	0.00952	3.84	3.78	Return leg
1132	1132.0	1765.819	20.141	1395.334	-0.35691	0.00993	3.77	3.83	Return leg
1133	1133.0	1765.482	20.145	1396.276	-0.32811	0.00927	3.71	3.91	Return leg
1134	1134.0	1765.175	20.150	1397.227	-0.29676	0.00740	3.70	4.02	Return leg
1135	1135.0	1764.898	20.155	1398.188	-0.26841	0.00435	3.76	4.13	Return leg
1136	1136.0	1764.645	20.160	1399.155	-0.24887	0.00035	3.90	4.22	Return leg
1137	1137.0	1764.405	20.165	1400.126	-0.24279	-0.00418	4.13	4.29	Return leg
1138	1138.0	1764.164	20.170	1401.097	-0.25251	-0.00871	4.41	4.33	Return leg
1139	1139.0	1763.905	20.176	1402.063	-0.27737	-0.01271	4.71	4.35	Return leg
1140	1140.0	1763.616	20.181	1403.020	-0.31385	-0.01567	4.99	4.35	Return leg
1141	1141.0	1763.288	20.187	1403.964	-0.35639	-0.01724	5.20	4.34	Return leg
1142	1142.0	1762.919	20.193	1404.894	-0.39877	-0.01729	5.34	4.32	Return leg
1143	1143.0	1762.512	20.198	1405.807	-0.43547	-0.01586	5.44	4.30	Return leg
1144	1144.0	1762.075	20.204	1406.707	-0.46263	-0.01322	5.50	4.27	Return leg
1145	1145.0	1761.619	20.210	1407.597	-0.47839	-0.00977	5.54	4.25	Return leg
1146	1146.0	1761.155	20.216	1408.482	-0.48283	-0.00595	5.53	4.22	Return leg
1147	1147.0	1760.691	20.222	1409.368	-0.47746	-0.00224	5.45	4.21	Return leg
1148	1148.0	1760.235	20.228	1410.258	-0.46481	0.00099	5.28	4.19	Return leg
1149	1149.0	1759.794	20.233	1411.156	-0.44790	0.00348	5.02	4.18	Return leg
1150	1150.0	1759.369	20.239	1412.061	-0.42982	0.00508	4.71	4.16	Return leg
1151	1151.0	1758.961	20.245	1412.974	-0.41331	0.00583	4.45	4.14	Return leg
1152	1152.0	1758.566	20.251	1413.893	-0.40040	0.00584	4.27	4.12	Return leg
1153	1153.0	1758.181	20.256	1414.816	-0.39218	0.00533	4.19	4.09	Return leg
1154	1154.0	1757.802	20.262	1415.741	-0.38873	0.00452	4.18	4.07	Return leg
1155	1155.0	1757.423	20.267	1416.666	-0.38921	0.00363	4.20	4.05	Return leg
1156	1156.0	1757.043	20.273	1417.591	-0.39217	0.00286	4.24	4.05	Return leg
1157	1157.0	1756.659	20.278	1418.515	-0.39588	0.00231	4.28	4.07	Return leg
1158	1158.0	1756.272	20.283	1419.437	-0.39873	0.00204	4.31	4.12	Return leg
1159	1159.0	1755.882	20.288	1420.358	-0.39957	0.00202	4.34	4.19	Return leg
1160	1160.0	1755.494	20.293	1421.279	-0.39794	0.00221	4.36	4.27	Return leg
1161	1161.0	1755.107	20.297	1422.201	-0.39411	0.00253	4.38	4.35	Return leg
1162	1162.0	1754.726	20.302	1423.126	-0.38895	0.00289	4.39	4.41	Return leg
