use	0	Land	G	0	0	0	0	5,6,46
use	1	Land	G	0	0	0	0	6,6,42
use	2	Land	G	0	0	0	0	6,6,43
use	3	Land	G	0	0	0	0	6,6,44
use	4	Land	G	0	0	0	0	6,6,45
use	5	Land	G	0	0	0	0	6,6,46
use	6	Land	G	0	0	0	0	7,6,42
use	7	Land	G	0	0	0	0	7,6,43
use	8	Land	G	0	0	0	0	7,6,44
use	9	Land	G	0	0	0	0	7,6,45
use	10	Land	G	0	0	0	0	7,6,46
use	11	Land	G	0	0	0	0	8,6,41
use	12	Land	G	0	0	0	0	8,6,42
use	13	Land	G	0	0	0	0	8,6,43
use	14	Land	G	0	0	0	0	8,6,44
use	15	Land	G	0	0	0	0	8,6,45
use	16	Land	G	0	0	0	0	8,6,46
use	17	Land	G	0	0	0	0	9,6,41
use	18	Land	G	0	0	0	0	9,6,46
use	19	Land	G	0	0	0	0	9,6,47
use	20	Land	G	0	0	0	0	9,6,48
use	21	Land	G	0	0	0	0	9,6,49
use	22	Land	G	0	0	0	0	10,6,41
use	23	Land	G	0	0	0	0	10,6,46
use	24	Land	G	0	0	0	0	10,6,47
use	25	Land	G	0	0	0	0	10,6,48
use	26	Land	G	0	0	0	0	10,6,49
use	27	Land	G	0	0	0	0	10,6,50
use	28	Land	G	0	0	0	0	10,6,51
use	29	Land	G	0	0	0	0	11,6,38
use	30	Land	G	0	0	0	0	11,6,39
use	31	Land	G	0	0	0	0	11,6,40
use	32	Land	G	0	0	0	0	11,6,41
use	33	Land	G	0	0	0	0	11,6,46
use	34	Land	G	0	0	0	0	11,6,47
use	35	Land	G	0	0	0	0	11,6,48
use	36	Land	G	0	0	0	0	12,6,38
use	37	Land	G	0	0	0	0	12,6,39
use	38	Land	G	0	0	0	0	12,6,40
use	39	Land	G	0	0	0	0	12,6,41
use	40	Land	G	0	0	0	0	12,6,46
use	41	Land	G	0	0	0	0	13,6,38
use	42	Land	G	0	0	0	0	13,6,46
use	43	Land	G	0	0	0	0	14,6,24
use	44	Land	G	0	0	0	0	14,6,25
use	45	Land	G	0	0	0	0	14,6,26
use	46	Land	G	0	0	0	0	14,6,27
use	47	Land	G	0	0	0	0	14,6,28
use	48	Land	G	0	0	0	0	14,6,38
use	49	Land	G	0	0	0	0	15,6,24
use	50	Land	G	0	0	0	0	15,6,25
use	51	Land	G	0	0	0	0	15,6,38
use	52	Land	G	0	0	0	0	16,6,24
use	53	Land	G	0	0	0	0	16,6,25
use	54	Land	G	0	0	0	0	16,6,38
use	55	Land	G	0	0	0	0	16,6,44
use	56	Land	G	0	0	0	0	16,6,45
use	57	Land	G	0	0	0	0	16,6,55
use	58	Land	G	0	0	0	0	16,6,56
use	59	Land	G	0	0	0	0	16,6,57
use	60	Land	G	0	0	0	0	16,6,58
use	61	Land	G	0	0	0	0	17,6,35
use	62	Land	G	0	0	0	0	17,6,36
use	63	Land	G	0	0	0	0	17,6,37
use	64	Land	G	0	0	0	0	17,6,38
use	65	Land	G	0	0	0	0	17,6,55
use	66	Land	G	0	0	0	0	17,6,56
use	67	Land	G	0	0	0	0	17,6,57
use	68	Land	G	0	0	0	0	17,6,58
use	69	Land	G	0	0	0	0	18,6,21
use	70	Land	G	0	0	0	0	18,6,35
use	71	Land	G	0	0	0	0	18,6,36
use	72	Land	G	0	0	0	0	18,6,37
use	73	Land	G	0	0	0	0	18,6,38
use	74	Land	G	0	0	0	0	18,6,43
use	75	Land	G	0	0	0	0	19,6,21
