# 1462 ticks, declared Some(13081) ms
tick	ms	steer	gas	brake
1218	12180	-118	1	0
1219	12190	-118	1	0
1220	12200	-124	1	0
1221	12210	-127	1	0
1222	12220	-126	1	0
1223	12230	-126	1	0
1224	12240	-126	1	0
1225	12250	-126	1	0
1226	12260	-127	1	0
1227	12270	-127	1	0
1228	12280	-127	1	0
1229	12290	-127	1	0
1230	12300	-127	1	0
1231	12310	-127	1	0
1232	12320	-127	1	0
1233	12330	-127	1	0
1234	12340	-127	1	0
1235	12350	-127	1	0
1236	12360	-127	1	0
1237	12370	-127	1	0
1238	12380	-127	1	0
1239	12390	-127	1	0
1240	12400	-127	1	0
1241	12410	-127	1	0
1242	12420	-127	1	0
1243	12430	-127	1	0
1244	12440	-127	1	0
1245	12450	-127	1	0
1246	12460	-127	1	0
1247	12470	-1	1	0
1248	12480	30	1	0
1249	12490	57	1	0
1250	12500	90	1	0
1251	12510	117	1	0
1252	12520	120	1	0
1253	12530	118	1	0
1254	12540	91	1	0
1255	12550	58	1	0
1256	12560	1	1	0
1257	12570	3	1	0
1258	12580	1	1	0
1259	12590	1	1	0
1260	12600	-30	1	0
1261	12610	-56	1	0
1262	12620	-127	1	0
1263	12630	-127	1	0
1264	12640	-127	1	0
1265	12650	-127	1	0
1266	12660	-127	1	0
1267	12670	-127	1	0
1268	12680	-45	1	0
1269	12690	-46	1	0
1270	12700	-46	1	0
1271	12710	-46	1	0
1272	12720	-46	1	0
1273	12730	-38	1	0
1274	12740	-39	1	0
1275	12750	0	1	0
1276	12760	0	1	0
1277	12770	0	1	0
1278	12780	0	1	0
1279	12790	0	1	0
1280	12800	-127	1	0
1281	12810	-127	1	0
1282	12820	-127	1	0
1283	12830	-127	1	0
1284	12840	-127	1	0
1285	12850	-127	1	0
1286	12860	-126	1	0
1287	12870	-124	1	0
1288	12880	-123	1	0
1289	12890	-123	1	0
1290	12900	-123	1	0
1291	12910	-124	1	0
1292	12920	1	1	0
1293	12930	0	1	0
1294	12940	0	1	0
1295	12950	127	1	0
1296	12960	127	1	0
1297	12970	127	1	0
1298	12980	127	1	0
1299	12990	127	1	0
1300	13000	127	1	0
1301	13010	127	1	0
1302	13020	127	1	0
1303	13030	127	1	0
1304	13040	127	1	0
1305	13050	127	1	0
1306	13060	127	1	0
1307	13070	127	1	0
1308	13080	127	1	0
1309	13090	127	1	0
1310	13100	127	1	0
1311	13110	127	1	0
1312	13120	127	1	0
1313	13130	127	1	0
1314	13140	127	1	0
1315	13150	127	1	0
1316	13160	127	1	0
1317	13170	127	1	0
1318	13180	127	1	0
1319	13190	127	1	0
1320	13200	127	1	0
1321	13210	127	1	0
1322	13220	127	1	0
1323	13230	127	1	0
1324	13240	37	1	0
1325	13250	40	1	0
1326	13260	37	1	0
1327	13270	30	1	0
1328	13280	18	1	0
1329	13290	9	1	0
1330	13300	3	1	0
1331	13310	0	1	0
1332	13320	0	1	0
1333	13330	0	1	0
1334	13340	0	1	0
1335	13350	0	1	0
1336	13360	0	1	0
1337	13370	0	1	0
1338	13380	0	1	0
1339	13390	116	1	0
1340	13400	116	1	0
1341	13410	116	1	0
1342	13420	116	1	0
1343	13430	116	1	0
1344	13440	116	1	0
1345	13450	116	1	0
1346	13460	116	1	0
1347	13470	0	1	0
1348	13480	0	1	0
1349	13490	0	1	0
1350	13500	0	1	0
1351	13510	0	1	0
1352	13520	0	1	0
1353	13530	0	1	0
1354	13540	0	1	0
1355	13550	0	1	0
1356	13560	127	1	0
1357	13570	127	1	0
1358	13580	127	1	0
1359	13590	127	1	0
1360	13600	127	1	0
1361	13610	127	1	0
1362	13620	127	1	0
1363	13630	127	1	0
1364	13640	127	1	0
1365	13650	127	1	0
1366	13660	0	1	0
1367	13670	0	1	0
1368	13680	0	1	0
1369	13690	0	1	0
1370	13700	0	1	0
1371	13710	-127	1	0
1372	13720	-127	1	0
1373	13730	-127	1	0
1374	13740	-127	1	0
1375	13750	-127	1	0
1376	13760	-127	1	0
1377	13770	-127	1	0
1378	13780	-127	1	0
1379	13790	-127	1	0
1380	13800	-127	1	0
1381	13810	-127	1	0
1382	13820	-127	1	0
1383	13830	-127	1	0
1384	13840	-127	1	0
1385	13850	-127	1	0
1386	13860	-127	1	0
1387	13870	-127	1	0
1388	13880	-127	1	0
1389	13890	-127	1	0
1390	13900	-127	1	0
1391	13910	-127	1	0
1392	13920	-127	1	0
1393	13930	-127	1	0
1394	13940	-127	1	0
1395	13950	-127	1	0
1396	13960	-127	1	0
1397	13970	0	1	0
1398	13980	0	1	0
1399	13990	0	1	0
1400	14000	0	1	0
1401	14010	0	1	0
1402	14020	0	1	0
1403	14030	0	1	0
1404	14040	0	1	0
1405	14050	0	1	0
1406	14060	0	1	0
1407	14070	0	1	0
1408	14080	0	1	0
1409	14090	-127	1	0
1410	14100	-127	1	0
1411	14110	-127	1	0
1412	14120	-127	1	0
1413	14130	-127	1	0
1414	14140	-127	1	0
1415	14150	0	1	0
1416	14160	0	1	0
1417	14170	0	1	0
1418	14180	0	1	0
1419	14190	0	1	0
1420	14200	0	1	0
1421	14210	0	1	0
1422	14220	0	1	0
1423	14230	0	1	0
1424	14240	0	1	0
1425	14250	0	1	0
1426	14260	-127	1	0
1427	14270	-127	1	0
1428	14280	-127	1	0
1429	14290	-127	1	0
1430	14300	-127	1	0
1431	14310	-127	1	0
1432	14320	0	1	0
1433	14330	0	1	0
1434	14340	0	1	0
1435	14350	0	1	0
1436	14360	0	1	0
1437	14370	0	1	0
1438	14380	0	1	0
1439	14390	-127	1	0
1440	14400	-127	1	0
1441	14410	-127	1	0
1442	14420	-127	1	0
1443	14430	-127	1	0
1444	14440	-127	1	0
1445	14450	-127	1	0
1446	14460	0	1	0
1447	14470	0	1	0
1448	14480	0	1	0
1449	14490	0	1	0
1450	14500	0	1	0
1451	14510	0	1	0
1452	14520	0	1	0
1453	14530	0	1	0
1454	14540	-127	1	0
1455	14550	-127	1	0
1456	14560	-127	1	0
1457	14570	-127	1	0
1458	14580	-127	1	0
1459	14590	-127	1	0
1460	14600	-127	1	0
1461	14610	0	1	0
